新闻标题,发布时间,新闻链接
1-5月比亚迪新能源累计销量超140万辆，持续领跑国内车市,2026-06-17 19:18,https://t.cj.sina.cn/articles/view/2286037382/8842298602001ew4e
降价只是幻觉？拆解美伊停火“经济余震”：为何高油价注定长期化,2026-06-17 19:18,https://k.sina.cn/article_7295511718_1b2d8aca602001j9oi.html
比亚迪在英国交付第10万台新能源车 成增速最快汽车品牌,2026-06-17 19:18,https://finance.sina.com.cn/stock/t/2026-06-17/doc-inicsmhx7141634.shtml
比亚迪被美国列入军工企业名单？官方回应真简洁,2026-06-17 19:18,https://finance.sina.com.cn/jjxw/2026-06-16/doc-inicrcpn6172581.shtml
真实股权曝光，谁在真正掌控万亿比亚迪？第一大股东竟是透明墙,2026-06-17 19:18,https://k.sina.cn/article_7879996580_1d5af34a402001rvnk.html
新能源汽车铁路出口同比暴涨110% 路企协同重塑整车物流格局,2026-06-17 19:18,https://cj.sina.cn/articles/view/6248544856/174713a5802003b8be
数据慧 2026年一季度中国客车上市公司经营情况汇总,2026-06-17 19:18,https://finance.sina.com.cn/stock/relnews/cn/2026-06-16/doc-inicqxfn9467617.shtml
电动汽车两项新国标7月起实施，首次强制要求“一键物理断电”,2026-06-17 19:18,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001lmug
5月乘用车市场销量分析：整体环比回暖 电动化再提速,2026-06-17 19:18,https://finance.sina.com.cn/jjxw/2026-06-16/doc-inicqnrx4526718.shtml
促成巴菲特投资，她不只是王传福妻子，还是比亚迪历史上的关键人物,2026-06-17 19:18,https://finance.sina.com.cn/wm/2026-06-16/doc-inicqnru6293272.shtml
财中ETF风向标｜CS新能车指数盘中涨逾2%，新能源车ETF博时(159824)冲击四连涨,2026-06-17 19:18,https://finance.sina.com.cn/stock/zqgd/2026-06-16/doc-inicqnrv7724795.shtml
增程暴跌、单车带电量超70kWh，动力电池排位又变了,2026-06-17 19:18,https://finance.sina.com.cn/stock/relnews/hk/2026-06-16/doc-inicqnrx4502386.shtml
售价高达2000万人民币！比亚迪仰望U9X抵达迪拜开启交付,2026-06-17 19:18,https://finance.sina.com.cn/stock/t/2026-06-16/doc-inicqnru6269867.shtml
比亚迪纯电重卡“矿山永动机”是传说还是事实？怎么做到的？,2026-06-17 19:18,https://t.cj.sina.cn/articles/view/6212976462/172527f4e02001hhr4
比亚迪要做汽车界的谷歌？,2026-06-17 19:18,https://finance.sina.com.cn/stock/relnews/hk/2026-06-16/doc-inicqnrx4502470.shtml
储能BMS行业加速渗透 国内自研力量崛起下第三方企业格局分化,2026-06-17 19:18,https://finance.sina.com.cn/stock/relnews/cn/2026-06-16/doc-inicqhiz4603102.shtml
PICO携英伟达机器人方案落地，比亚迪/WIMI微美全息抢滩赛道加入量产布局！,2026-06-17 19:18,https://finance.sina.com.cn/roll/2026-06-16/doc-inicqnrv7747102.shtml
豪掷1亿押注广汽被套30%！女股民股东大会上灵魂拷问：说好的万亿市值呢,2026-06-17 19:18,https://t.cj.sina.cn/articles/view/1659643027/62ec249302001pim4
中铁特货公司与比亚迪集团进行高层会谈 深化战略合作 拓展合作空间,2026-06-17 19:18,https://finance.sina.com.cn/wm/2026-06-15/doc-inicpzzw9527775.shtml
80%车企或消失，比亚迪能活，李斌余承东预警，淘汰赛会很惨烈,2026-06-17 19:18,https://t.cj.sina.cn/articles/view/1888089111/7089f417027011cro
近4GWh！比亚迪两大海外储能电站正式投运！,2026-06-17 19:18,https://finance.sina.com.cn/roll/2026-06-15/doc-inicnuhr8235277.shtml
6月15日比亚迪现442.4万元大宗交易,2026-06-17 19:18,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bnfe
比亚迪正式向欧洲市场投放海豚G DM-i车型,2026-06-17 19:18,https://finance.sina.com.cn/roll/2026-06-15/doc-inicnuhr8220735.shtml
5月新能源皮卡销量同比增长20%，比亚迪居首,2026-06-17 19:18,https://finance.sina.com.cn/jjxw/2026-06-15/doc-inicnpyv5088242.shtml
电厂 ｜ 中国足球仍缺席世界杯 但本土车企已依靠足球出海,2026-06-17 19:18,https://finance.sina.com.cn/jjxw/2026-06-15/doc-inicnpys6809041.shtml
邵阳液压：目前公司与比亚迪暂无合作,2026-06-17 19:18,https://finance.sina.com.cn/jjxw/2026-06-15/doc-inicnpyt8292940.shtml
新能源车的价格内卷要结束了？,2026-06-17 19:18,https://finance.sina.com.cn/jjxw/2026-06-15/doc-inicnpyv5037055.shtml
中信证券维持比亚迪买入评级 认为长期增长动能强劲,2026-06-17 19:18,https://cj.sina.cn/articles/view/1644983660/620c756c02001sna0
2026年1-5月中国汽车销量前十企业（集团）排行榜,2026-06-17 19:18,https://cj.sina.cn/articles/view/1245286342/4a398fc600101k5o0
比亚迪海豚DM-i在欧多国发布：起售价最便宜也超18万人民币,2026-06-17 19:18,https://t.cj.sina.cn/articles/view/1659643027/62ec249302001phbw
匈牙利最大储能项目投运，比亚迪提供魔方电池储能系统,2026-06-17 19:18,https://finance.sina.com.cn/jjxw/2026-06-15/doc-inicnckz5148022.shtml
绿色赋能城市建设，比亚迪百台 T31 自卸车交付深圳,2026-06-17 19:18,https://finance.sina.com.cn/stock/relnews/cn/2026-06-15/doc-inicnckx8346777.shtml
新能源车ETF平安(515700)涨超1.2%，政策推动新能源重卡规模化应用,2026-06-15 10:36,https://cj.sina.cn/articles/view/5570287027/14c03d5b302001n79s
丁刚：美国的新名单，能阻挡中国车企吗？,2026-06-15 10:36,https://cj.sina.cn/articles/view/3262984432/c27d30f002701ig5k
汽车股价与车市销量同陷低谷，何时能回暖？,2026-06-15 10:36,https://cj.sina.cn/articles/view/6490737212/182e0ca3c00101injk
中国车企的智驾谁能打败特斯拉FSD，未来智驾免费还是收费？,2026-06-15 10:36,https://t.cj.sina.cn/articles/view/1240779204/49f4c9c400102oj2y
中国品牌渗透韩国人生活 靠品质打开市场,2026-06-15 10:36,https://t.cj.sina.cn/articles/view/7879923852/1d5ae188c04001igwq
60天承诺变套路：车企拖延开票、商票替代，零部件企业账期困局仍未解,2026-06-15 10:36,https://cj.sina.cn/articles/view/1461887147/5722a0ab001011cng
超10家车企涨价，新能源车的价格内卷要结束了？,2026-06-15 10:36,https://cj.sina.cn/articles/view/2219338054/8448694602701ii5c
2026年5月电池行业数据：储能增速碾压动力，后续怎么看？,2026-06-15 10:36,https://finance.sina.com.cn/cj/2026-06-15/doc-inicmsvf5198017.shtml
日本新发动机一箱油跑1200公里，但世界正倒向中国电车,2026-06-15 10:36,https://t.cj.sina.cn/articles/view/2357213493/8c803935019021zfk
车规芯片涨价，新能源汽车开吃AI的苦,2026-06-15 10:36,https://t.cj.sina.cn/articles/view/7713813572/1cbc774440010181co
乘联分会崔东树：5月我国动力和其它电池合计产量为192GWh,2026-06-15 10:36,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001llia
暴涨80.7%！比亚迪放狠话要做世界第一，将干翻特斯拉超越丰田？,2026-06-15 10:36,https://cj.sina.cn/articles/view/2311473684/89c64a1401901rrby
港商观察丨内地新能源车强势霸榜，香港车博会将助攻出海,2026-06-15 10:36,https://finance.sina.com.cn/stock/hkstock/hkzmt/2026-06-14/doc-iniciucz9177455.shtml
看不下去了！国家出手兜底汽车股,2026-06-15 10:36,https://cj.sina.cn/articles/view/5977244611/1644583c300103dwcw
460万辆换不来利润！比亚迪2025年净利跌18.97%，单车利润砍掉25%,2026-06-15 10:36,https://k.sina.cn/article_7879996653_1d5af34ed02001hide.html
比亚迪商用车：百辆纯电动自卸车交付深圳多家建筑运输企业！,2026-06-15 10:36,https://finance.sina.com.cn/roll/2026-06-13/doc-inichssf2512573.shtml
华为秋季新车，剑指小米长城，意在比亚迪,2026-06-15 10:36,https://t.cj.sina.cn/articles/view/2357213493/8c803935019021y7k
比亚迪摊牌了,2026-06-15 10:36,https://finance.sina.com.cn/stock/t/2026-06-13/doc-inichnkk9387589.shtml
张思南：一张1260H清单，宣告中美走向“体系竞争”,2026-06-15 10:36,https://finance.sina.com.cn/jjxw/2026-06-13/doc-inichhan9477530.shtml
比亚迪公布车底活体检测专利，熄火后智能识别小动物或儿童,2026-06-15 10:36,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02804001lkzs
2026中国企业全球影响力100强名单出炉,2026-06-15 10:36,https://finance.sina.com.cn/jjxw/2026-06-13/doc-inicfvnv1644824.shtml
比亚迪销量八连降后终于上涨 王传福称“最坏的时刻已经过去”,2026-06-15 10:36,https://finance.sina.com.cn/jjxw/2026-06-13/doc-inicfvns9613981.shtml
比亚迪凌和平：“闪充技术”为新能源汽车持续高速发展起到引领作用,2026-06-15 10:36,https://finance.sina.com.cn/hy/hyjz/2026-06-13/doc-inicfrey8491955.shtml
城市领航进入“责任竞争”阶段，为什么率先兜底的是比亚迪？,2026-06-15 10:36,https://cj.sina.cn/articles/view/5646759686/15092b70600101rnv8
比亚迪获得发明专利授权：“功率模块、芯片、系统、方法及车辆”,2026-06-15 10:36,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bloy
出口占比超三分之一，中国车市 “内冷外热” 格局继续强化,2026-06-15 10:36,https://t.cj.sina.cn/articles/view/7294209083/1b2c4cc3b00101sfoa
车企加速“全栈自研”，供应商的生意还好吗？,2026-06-15 10:36,https://finance.sina.com.cn/roll/2026-06-12/doc-iniceccr2178042.shtml
五角大楼将阿里、比亚迪等19家高科技企业新增为中国军工企业制裁,2026-06-15 10:36,https://k.sina.cn/article_7879924057_1d5ae195902001e0jm.html
每周回顾 5月PPI同比上涨3.9%创近四年新高,2026-06-15 10:36,https://cj.sina.cn/articles/view/7537330838/1c1428a9600101ai44
桩比车先到？比亚迪闪充技术开始布局加拿大市场,2026-06-15 10:36,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001lkck
海外研选日报0612 | 高盛：中国车企在欧洲市场份额升至新高,2026-06-15 10:36,https://cj.sina.cn/articles/view/2868676035/aafc85c302001r3nc
中国汽车出口四连冠背后：德国大众万人大裁员，本田高管集体逼宫,2026-06-15 10:36,https://t.cj.sina.cn/articles/view/3024571071/b4474abf00102qmxc
2026年5月客车行业企业经营大小事,2026-06-15 10:36,https://finance.sina.com.cn/roll/2026-06-12/doc-iniccwvr0264830.shtml
比亚迪今日大宗交易折价成交5万股，成交额404.1万元,2026-06-15 10:36,https://finance.sina.com.cn/jjxw/2026-06-12/doc-iniccwvr0243972.shtml
比亚迪、吉利等中国车企排队“入场”世界杯，一场围绕FIFA的流量争夺战,2026-06-15 10:36,https://finance.sina.com.cn/roll/2026-06-12/doc-iniccwvp3452113.shtml
奕境X9、上汽大众ID. ERA 8X等 工信部6月部分新车汇总,2026-06-15 10:36,https://finance.sina.com.cn/jjxw/2026-06-12/doc-iniccwvu8924613.shtml
山东省委书记林武会见徽商总会名誉会长、比亚迪集团董事长兼总裁王传福一行,2026-06-15 10:36,https://finance.sina.com.cn/wm/2026-06-12/doc-iniccspt0329062.shtml
商务部：比亚迪将投资20亿欧元在欧洲建设5分钟快速充电站,2026-06-15 10:36,https://finance.sina.com.cn/jjxw/2026-06-12/doc-iniccwvr0213621.shtml
9分钟满电，中国石化浙江石油首座比亚迪闪充站2.0在温州落地,2026-06-15 10:36,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001lkhc
工信部第408批公告发布 方程S与S GT在列,2026-06-15 10:36,https://finance.sina.com.cn/stock/relnews/hk/2026-06-12/doc-iniccspt0313105.shtml
9分钟满电！中石化比亚迪闪充站正式落地,2026-06-12 15:13,https://finance.sina.com.cn/stock/t/2026-06-12/doc-iniccspt0292064.shtml
新能源车周报：工信部公布享受车船税减免优惠的新能源汽车车型,2026-06-12 15:13,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bkp6
神秘失窃案背后，比亚迪如何“驯服”泰国工厂？｜深氪lite,2026-06-12 15:13,https://finance.sina.com.cn/stock/t/2026-06-12/doc-iniccspt0258349.shtml
入职即享6000元奖励！长沙比亚迪火热招聘中,2026-06-12 15:13,https://finance.sina.com.cn/jjxw/2026-06-12/doc-iniccspq1824215.shtml
比亚迪回应被列军工企业清单：没制裁！但真正麻烦的是这个标签,2026-06-12 15:13,https://finance.sina.com.cn/jjxw/2026-06-12/doc-iniccspr3474864.shtml
2026年1-5月中国新能源汽车厂商销量排名：鸿蒙杀入第四,2026-06-12 15:13,https://finance.sina.com.cn/stock/relnews/hk/2026-06-12/doc-iniccspt0256166.shtml
代言费变股票：比亚迪×王力宏，一场“硬核”的品牌实验,2026-06-12 15:13,https://cj.sina.cn/articles/view/1662673073/631a60b10010180w8
比亚迪否认“尧舜禹”机器人传言 确认自研人形机器人,2026-06-12 15:13,https://t.cj.sina.cn/articles/view/6678802396/18e166fdc00101zzm6
王传福放狠话，比亚迪五年后全球第一,2026-06-12 15:13,https://finance.sina.com.cn/stock/t/2026-06-12/doc-iniccnft3533169.shtml
一年兜底＋4nm，比亚迪治好了我的智驾恐惧症,2026-06-12 15:13,https://finance.sina.com.cn/stock/t/2026-06-12/doc-iniccnfs1853634.shtml
投资常州 | 一文看懂常州市新能源汽车产业发展现状与投资机会前瞻（附新能源汽车产业现状、空间布局、投资机会分析等）,2026-06-12 15:13,https://finance.sina.com.cn/roll/2026-06-12/doc-iniccfxv3548763.shtml
一季度半导体存储器市场营收环比增幅超80%,2026-06-12 15:13,https://cj.sina.cn/articles/view/2619203540/9c1ddfd400101ahyo
丁刚：比亚迪的考验：地缘政治的天花板在压低,2026-06-12 15:13,https://cj.sina.cn/articles/view/3262984432/c27d30f002701id06
603259，正式起诉美国国防部,2026-06-12 15:13,https://t.cj.sina.cn/articles/view/1720962692/6693ce84020032y7o
车规级芯片实现新突破，南方基金郑晓曦布局产业成长赛道,2026-06-12 15:13,https://cj.sina.cn/articles/view/5570287027/14c03d5b302001n5x4
高阶智驾普及战：从“有”向“优”升级,2026-06-12 15:13,https://t.cj.sina.cn/articles/view/1654140974/6298302e02001j1k6
王传福挖来的女人，把比亚迪卖到全球,2026-06-12 15:13,https://k.sina.cn/article_6724296968_190cca10801901g0i0.html
比亚迪入局人形机器人，要再造一个BYD？,2026-06-12 15:13,https://t.cj.sina.cn/articles/view/2286037382/8842298601901eums
3万座加油站与闪充技术：比亚迪牵手中石化背后的行业变局,2026-06-12 15:13,https://t.cj.sina.cn/articles/view/1461887147/5722a0ab001011c4s
AI时代 以技术创新守护网络安全,2026-06-12 15:13,https://t.cj.sina.cn/articles/view/7517400647/1c0126e4705908nnya
电车要崩？黄仁勋突发预警，燃油车要翻盘了,2026-06-12 15:13,https://t.cj.sina.cn/articles/view/5061312402/12dad7f9201902k2s4
钧正平：美国暴露科技霸权焦虑,2026-06-12 15:13,https://finance.sina.com.cn/jjxw/2026-06-11/doc-iniazyeh5490386.shtml
阿里 百度 比亚迪全被拉黑？专家深度分析 关税战打不动了，美国开始玩“高科技黑名单”,2026-06-12 15:13,https://finance.sina.com.cn/jjxw/2026-06-11/doc-iniazyep0737342.shtml
遭被套股东哽咽“拷问”，1600亿王传福劝耐心,2026-06-12 15:13,https://cj.sina.cn/articles/view/7317133861/1b4229a2500101ggau
明日主题前瞻一季度半导体存储器市场营收环比增幅超80%,2026-06-12 15:13,https://cj.sina.cn/articles/view/2868676035/aafc85c302001r2ky
方程S系列首搭比亚迪磁流变悬架云辇M,2026-06-12 15:13,https://auto.sina.com.cn/newcar/2026-06-11/detail-iniaztwk5536825.shtml
开不完的发布会，从手机移位至汽车,2026-06-12 15:13,https://t.cj.sina.cn/articles/view/1891330474/70bb69aa02701zx7q
188家中国企业被列入“涉军黑名单”？美方科技霸权焦虑暴露无遗,2026-06-12 15:13,https://finance.sina.com.cn/wm/2026-06-11/doc-iniaztwp3996593.shtml
当“宁王”遇上“军企”标签，清洁能源供应链被“重新定义”？,2026-06-12 15:13,https://cj.sina.cn/articles/view/9031188935/21a4d01c701901kzqw
发布ESG报告、参与制定全球汽车标准，比亚迪锚定200年后的绿色承诺,2026-06-12 15:13,https://finance.sina.com.cn/roll/2026-06-11/doc-iniaztwk5455530.shtml
为什么只有比亚迪敢为城市领航兜底？,2026-06-12 15:13,https://finance.sina.com.cn/roll/2026-06-11/doc-iniaztwk5451171.shtml
工信部“车展”上新：鸿蒙智行三车亮相，比亚迪补位细分赛道,2026-06-12 15:13,https://finance.sina.com.cn/jjxw/2026-06-11/doc-iniazpqt0840662.shtml
美国破防！围堵中国新能源汽车,2026-06-12 15:13,https://finance.sina.com.cn/wm/2026-06-11/doc-iniazpqt0826532.shtml
“郑州号”出海记：这座汽车城，藏不住了,2026-06-12 15:13,https://finance.sina.com.cn/jjxw/2026-06-11/doc-iniazpqr4021546.shtml
华为系首款方盒子来了！小米增程车北京工厂生产，6月工信部车展8大新车解读,2026-06-12 15:13,https://finance.sina.com.cn/stock/t/2026-06-11/doc-iniazpqr3986313.shtml
比亚迪宣布为辅助驾驶兜底，为何没有人跟进？,2026-06-12 15:13,https://t.cj.sina.cn/articles/view/2286037382/8842298602001euku
比亚迪腾势在成都成立新汽车销售公司 注册资本100万,2026-06-12 15:13,https://finance.sina.com.cn/7x24/2026-06-11/doc-iniaziht4068097.shtml
